timestamp,household_id,consumption_kwh,temperature_celsius,occupancy,day_of_week
2024-01-01 01:00:00,1003,1.61,5.0,1,Monday
2024-01-01 01:00:00,1004,1.71,5.0,1,Monday
2024-01-01 01:00:00,1005,1.59,5.8,1,Monday
2024-01-01 01:00:00,1006,1.68,5.0,1,Monday
2024-01-01 01:00:00,1007,1.57,5.9,1,Monday
2024-01-01 01:00:00,1008,0.9,7.9,1,Monday
2024-01-01 01:00:00,1009,1.57,5.8,1,Monday
2024-01-01 01:00:00,1010,,5.8,1,Monday
2024-01-01 01:00:00,1011,,5.9,1,Monday
2024-01-01 01:00:00,1012,1.52,5.7,1,Monday
2024-01-01 01:00:00,1013,1.9,5.0,1,Monday
2024-01-01 01:00:00,1014,1.75,5.0,1,Monday
2024-01-01 01:00:00,1015,1.28,7.3,1,Monday
2024-01-01 01:00:00,1016,1.91,5.0,1,Monday
2024-01-01 01:00:00,1017,1.84,5.0,1,Monday
2024-01-01 01:00:00,1018,1.31,7.1,1,Monday
2024-01-01 01:00:00,1019,1.99,5.4,1,Monday
2024-01-01 01:00:00,1020,1.98,5.0,1,Monday
2024-01-01 01:00:00,1021,2.05,5.0,1,Monday
2024-01-01 01:00:00,1022,2.07,5.1,1,Monday
2024-01-01 01:00:00,1023,1.89,5.0,1,Monday
2024-01-01 01:00:00,1024,2.01,5.0,1,Monday
2024-01-01 01:00:00,1025,1.91,5.7,1,Monday
2024-01-01 01:00:00,1026,1.76,5.8,1,Monday
2024-01-01 01:00:00,1027,1.85,5.5,1,Monday
2024-01-01 01:00:00,1028,1.58,7.1,1,Monday
2024-01-01 01:00:00,1029,2.06,5.0,1,Monday
2024-01-01 01:00:00,1030,1.9,5.9,1,Monday
2024-01-01 01:00:00,1031,2.17,6.4,1,Monday
2024-01-01 01:00:00,1032,1.33,8.0,1,Monday
2024-01-01 01:00:00,1033,2.33,5.0,1,Monday
2024-01-01 01:00:00,1034,,5.7,1,Monday
2024-01-01 01:00:00,1035,0.37,10.0,1,Monday
2024-01-01 01:00:00,1036,,5.0,1,Monday
2024-01-01 01:00:00,1037,2.45,5.0,1,Monday
2024-01-01 01:00:00,1038,1.14,8.5,1,Monday
2024-01-01 01:00:00,1039,2.39,5.0,1,Monday
2024-01-01 01:00:00,1040,0.81,10.1,1,Monday
2024-01-01 01:00:00,1041,2.42,5.0,1,Monday
2024-01-01 01:00:00,1042,2.22,5.0,1,Monday
2024-01-01 01:00:00,1043,2.05,6.4,1,Monday
2024-01-01 01:00:00,1044,2.42,5.0,1,Monday
2024-01-01 01:00:00,1045,1.09,8.9,1,Monday
2024-01-01 01:00:00,1046,2.3,6.1,1,Monday
2024-01-01 01:00:00,1047,2.46,5.0,1,Monday
2024-01-01 01:00:00,1048,2.78,5.0,1,Monday
2024-01-01 01:00:00,1049,2.43,5.0,1,Monday
2024-01-01 01:00:00,1050,2.41,5.0,1,Monday
2024-01-01 02:00:00,1001,1.5,5.5,1,Monday
2024-01-01 02:00:00,1002,1.46,6.5,1,Monday
2024-01-01 02:00:00,1003,1.68,5.0,1,Monday
2024-01-01 02:00:00,1004,1.43,5.9,1,Monday
2024-01-01 02:00:00,1005,1.34,6.6,1,Monday
2024-01-01 02:00:00,1006,1.85,5.1,1,Monday
2024-01-01 02:00:00,1007,1.5,6.0,1,Monday
2024-01-01 02:00:00,1008,1.66,5.4,1,Monday
2024-01-01 02:00:00,1009,1.79,5.2,1,Monday
2024-01-01 02:00:00,1010,1.04,8.2,1,Monday
2024-01-01 02:00:00,1011,1.06,8.0,1,Monday
2024-01-01 02:00:00,1012,1.09,7.4,1,Monday
2024-01-01 02:00:00,1013,1.49,6.3,1,Monday
2024-01-01 02:00:00,1014,1.97,5.0,1,Monday
2024-01-01 02:00:00,1015,1.73,5.9,1,Monday
2024-01-01 02:00:00,1016,1.78,5.5,1,Monday
2024-01-01 02:00:00,1017,0.78,9.0,1,Monday
2024-01-01 02:00:00,1018,,5.9,1,Monday
2024-01-01 02:00:00,1019,1.36,7.0,1,Monday
2024-01-01 02:00:00,1020,0.6,10.2,1,Monday
2024-01-01 02:00:00,1021,1.88,5.0,1,Monday
2024-01-01 02:00:00,1022,1.21,7.9,1,Monday
2024-01-01 02:00:00,1023,1.55,6.3,1,Monday
2024-01-01 02:00:00,1024,2.24,5.0,1,Monday
2024-01-01 02:00:00,1025,2.05,5.0,1,Monday
2024-01-01 02:00:00,1026,1.43,7.6,1,Monday
2024-01-01 02:00:00,1027,1.48,6.8,1,Monday
2024-01-01 02:00:00,1028,1.44,7.5,1,Monday
2024-01-01 02:00:00,1029,2.01,5.0,1,Monday
2024-01-01 02:00:00,1030,2.32,5.0,1,Monday
2024-01-01 02:00:00,1031,1.71,7.0,1,Monday
2024-01-01 02:00:00,1032,1.97,5.7,1,Monday
2024-01-01 02:00:00,1033,1.48,7.0,1,Monday
2024-01-01 02:00:00,1034,1.48,7.3,1,Monday
2024-01-01 02:00:00,1035,1.3,7.7,1,Monday
2024-01-01 02:00:00,1036,1.9,6.5,1,Monday
2024-01-01 02:00:00,1037,1.7,6.5,1,Monday
2024-01-01 02:00:00,1038,0.63,10.9,1,Monday
2024-01-01 02:00:00,1039,0.5,10.6,1,Monday
2024-01-01 02:00:00,1040,2.1,6.1,1,Monday
2024-01-01 02:00:00,1041,2.33,5.0,1,Monday
2024-01-01 02:00:00,1042,0.96,8.4,1,Monday
2024-01-01 02:00:00,1043,1.93,7.0,1,Monday
2024-01-01 02:00:00,1044,1.66,7.5,1,Monday
2024-01-01 02:00:00,1045,2.71,5.0,1,Monday
2024-01-01 02:00:00,1046,2.02,6.2,1,Monday
2024-01-01 02:00:00,1047,2.69,5.0,1,Monday
2024-01-01 02:00:00,1048,1.85,6.9,1,Monday
2024-01-01 02:00:00,1049,2.48,5.0,1,Monday
2024-01-01 02:00:00,1050,1.9,6.9,1,Monday
2024-01-01 03:00:00,1001,0.9,7.9,1,Monday
2024-01-01 03:00:00,1002,0.93,7.3,1,Monday
2024-01-01 03:00:00,1003,0.9,8.2,1,Monday
2024-01-01 03:00:00,1004,0.54,10.0,1,Monday
2024-01-01 03:00:00,1005,0.71,8.6,1,Monday
2024-01-01 03:00:00,1006,1.03,8.2,1,Monday
2024-01-01 03:00:00,1007,0.58,12.1,1,Monday
2024-01-01 03:00:00,1008,,5.9,1,Monday
2024-01-01 03:00:00,1009,0.77,9.2,1,Monday
2024-01-01 03:00:00,1010,,7.1,1,Monday
2024-01-01 03:00:00,1011,0.29,10.0,1,Monday
2024-01-01 03:00:00,1012,0.52,9.7,1,Monday
2024-01-01 03:00:00,1013,0.47,10.9,1,Monday
2024-01-01 03:00:00,1014,0.53,9.9,1,Monday
2024-01-01 03:00:00,1015,1.87,5.0,1,Monday
2024-01-01 03:00:00,1016,1.11,7.9,1,Monday
2024-01-01 03:00:00,1017,1.89,5.3,1,Monday
2024-01-01 03:00:00,1018,1.78,5.7,1,Monday
2024-01-01 03:00:00,1019,1.23,7.8,1,Monday
2024-01-01 03:00:00,1020,,7.0,1,Monday
2024-01-01 03:00:00,1021,1.36,6.9,1,Monday
2024-01-01 03:00:00,1022,1.98,5.1,1,Monday
2024-01-01 03:00:00,1023,,11.9,1,Monday
2024-01-01 03:00:00,1024,0.96,9.0,1,Monday
2024-01-01 03:00:00,1025,1.21,7.7,1,Monday
2024-01-01 03:00:00,1026,1.7,6.5,1,Monday
2024-01-01 03:00:00,1027,1.12,7.4,1,Monday
2024-01-01 03:00:00,1028,1.37,6.7,1,Monday
2024-01-01 03:00:00,1029,0.87,9.1,1,Monday
2024-01-01 03:00:00,1030,1.87,6.0,1,Monday
2024-01-01 03:00:00,1031,2.22,5.0,1,Monday
2024-01-01 03:00:00,1032,1.36,7.6,1,Monday
2024-01-01 03:00:00,1033,1.57,6.6,1,Monday
2024-01-01 03:00:00,1034,1.22,8.4,1,Monday
2024-01-01 03:00:00,1035,1.45,7.9,1,Monday
2024-01-01 03:00:00,1036,0.69,12.7,1,Monday
2024-01-01 03:00:00,1037,2.0,5.9,1,Monday
2024-01-01 03:00:00,1038,0.43,10.7,1,Monday
2024-01-01 03:00:00,1039,2.38,5.1,1,Monday
2024-01-01 03:00:00,1040,1.59,7.0,1,Monday
2024-01-01 03:00:00,1041,1.67,6.7,1,Monday
2024-01-01 03:00:00,1042,2.5,5.0,1,Monday
2024-01-01 03:00:00,1043,1.43,7.5,1,Monday
2024-01-01 03:00:00,1044,1.24,8.4,1,Monday
2024-01-01 03:00:00,1045,0.9,8.9,1,Monday
2024-01-01 03:00:00,1046,0.83,12.0,1,Monday
2024-01-01 03:00:00,1047,1.99,6.6,1,Monday
2024-01-01 03:00:00,1048,0.86,8.5,1,Monday
2024-01-01 03:00:00,1049,1.12,8.4,1,Monday
2024-01-01 03:00:00,1050,2.36,5.7,1,Monday
2024-01-01 04:00:00,1001,0.72,8.7,1,Monday
2024-01-01 04:00:00,1002,0.76,8.8,1,Monday
2024-01-01 04:00:00,1003,0.53,11.1,1,Monday
2024-01-01 04:00:00,1004,1.21,6.5,1,Monday
2024-01-01 04:00:00,1005,0.37,10.7,1,Monday
2024-01-01 04:00:00,1006,0.56,11.0,1,Monday
2024-01-01 04:00:00,1007,0.39,10.7,1,Monday
2024-01-01 04:00:00,1008,0.57,9.4,1,Monday
2024-01-01 04:00:00,1009,0.62,10.6,1,Monday
2024-01-01 04:00:00,1010,0.67,9.5,1,Monday
2024-01-01 04:00:00,1011,1.46,5.9,1,Monday
2024-01-01 04:00:00,1012,0.38,12.1,1,Monday
2024-01-01 04:00:00,1013,0.44,10.7,1,Monday
2024-01-01 04:00:00,1014,0.47,11.8,1,Monday
2024-01-01 04:00:00,1015,1.41,7.0,1,Monday
2024-01-01 04:00:00,1016,0.59,11.0,1,Monday
2024-01-01 04:00:00,1017,0.5,10.4,1,Monday
2024-01-01 04:00:00,1018,1.04,7.8,1,Monday
2024-01-01 04:00:00,1019,0.44,10.1,1,Monday
2024-01-01 04:00:00,1020,0.78,9.3,1,Monday
2024-01-01 04:00:00,1021,0.56,9.5,1,Monday
2024-01-01 04:00:00,1022,0.71,9.1,1,Monday
2024-01-01 04:00:00,1023,0.65,11.7,1,Monday
2024-01-01 04:00:00,1024,1.55,6.7,1,Monday
2024-01-01 04:00:00,1025,1.79,6.4,1,Monday
2024-01-01 04:00:00,1026,0.8,10.4,1,Monday
2024-01-01 04:00:00,1027,0.61,10.2,1,Monday
2024-01-01 04:00:00,1028,0.58,10.4,1,Monday
2024-01-01 04:00:00,1029,0.69,13.8,1,Monday
2024-01-01 04:00:00,1030,0.56,10.4,1,Monday
2024-01-01 04:00:00,1031,1.19,8.0,1,Monday
2024-01-01 04:00:00,1032,0.61,15.1,1,Monday
2024-01-01 04:00:00,1033,0.62,9.7,1,Monday
2024-01-01 04:00:00,1034,0.3,11.7,1,Monday
2024-01-01 04:00:00,1035,1.3,7.4,1,Monday
2024-01-01 04:00:00,1036,1.58,7.0,1,Monday
2024-01-01 04:00:00,1037,0.72,9.5,1,Monday
2024-01-01 04:00:00,1038,0.57,11.6,1,Monday
2024-01-01 04:00:00,1039,,13.7,1,Monday
2024-01-01 04:00:00,1040,1.38,8.0,1,Monday
2024-01-01 04:00:00,1041,0.66,9.5,1,Monday
2024-01-01 04:00:00,1042,0.62,10.0,1,Monday
2024-01-01 04:00:00,1043,0.61,10.0,1,Monday
2024-01-01 04:00:00,1044,0.72,9.8,1,Monday
2024-01-01 04:00:00,1045,0.58,9.9,1,Monday
2024-01-01 04:00:00,1046,0.29,12.8,1,Monday
2024-01-01 04:00:00,1047,0.37,12.5,1,Monday
2024-01-01 04:00:00,1048,0.6,10.6,1,Monday
2024-01-01 04:00:00,1049,1.62,7.2,1,Monday
2024-01-01 04:00:00,1050,0.92,9.3,1,Monday
2024-01-01 05:00:00,1001,,14.3,1,Monday
2024-01-01 05:00:00,1002,0.35,11.0,1,Monday
2024-01-01 05:00:00,1003,0.45,11.4,1,Monday
2024-01-01 05:00:00,1004,0.4,11.7,1,Monday
2024-01-01 05:00:00,1005,0.46,13.8,1,Monday
2024-01-01 05:00:00,1006,0.34,15.7,1,Monday
2024-01-01 05:00:00,1007,,13.6,1,Monday
2024-01-01 05:00:00,1008,0.83,9.1,1,Monday
2024-01-01 05:00:00,1009,0.53,11.4,1,Monday
2024-01-01 05:00:00,1010,0.29,15.0,1,Monday
2024-01-01 05:00:00,1011,0.65,9.9,1,Monday
2024-01-01 05:00:00,1012,0.7,8.9,1,Monday
2024-01-01 05:00:00,1013,0.5,11.3,1,Monday
2024-01-01 05:00:00,1014,0.46,14.4,1,Monday
2024-01-01 05:00:00,1015,0.46,11.7,1,Monday
2024-01-01 05:00:00,1016,0.54,16.7,1,Monday
2024-01-01 05:00:00,1017,0.46,12.8,1,Monday
2024-01-01 05:00:00,1018,0.54,9.8,1,Monday
2024-01-01 05:00:00,1019,0.39,12.8,1,Monday
2024-01-01 05:00:00,1020,0.57,16.4,1,Monday
2024-01-01 05:00:00,1021,0.6,12.9,1,Monday
2024-01-01 05:00:00,1022,0.56,10.4,1,Monday
2024-01-01 05:00:00,1023,0.77,8.7,1,Monday
2024-01-01 05:00:00,1024,0.54,11.7,1,Monday
2024-01-01 05:00:00,1025,0.37,11.2,1,Monday
2024-01-01 05:00:00,1026,0.43,15.1,1,Monday
2024-01-01 05:00:00,1027,0.81,10.5,1,Monday
2024-01-01 05:00:00,1028,0.55,12.6,1,Monday
2024-01-01 05:00:00,1029,0.55,11.3,1,Monday
2024-01-01 05:00:00,1030,0.97,9.0,1,Monday
2024-01-01 05:00:00,1031,0.74,12.3,1,Monday
2024-01-01 05:00:00,1032,0.75,9.3,1,Monday
2024-01-01 05:00:00,1033,0.67,13.7,1,Monday
2024-01-01 05:00:00,1034,1.07,8.9,1,Monday
2024-01-01 05:00:00,1035,0.64,12.3,1,Monday
2024-01-01 05:00:00,1036,0.59,14.5,1,Monday
2024-01-01 05:00:00,1037,0.71,13.5,1,Monday
2024-01-01 05:00:00,1038,0.66,11.5,1,Monday
2024-01-01 05:00:00,1039,0.61,13.3,1,Monday
2024-01-01 05:00:00,1040,,14.0,1,Monday
2024-01-01 05:00:00,1041,0.73,10.2,1,Monday
2024-01-01 05:00:00,1042,0.6,14.7,1,Monday
2024-01-01 05:00:00,1043,,14.3,1,Monday
2024-01-01 05:00:00,1044,0.82,9.6,1,Monday
2024-01-01 05:00:00,1045,0.56,12.9,1,Monday
2024-01-01 05:00:00,1046,0.64,11.9,1,Monday
2024-01-01 05:00:00,1047,0.65,15.3,1,Monday
2024-01-01 05:00:00,1048,0.67,14.1,1,Monday
2024-01-01 05:00:00,1049,0.78,12.6,1,Monday
2024-01-01 05:00:00,1050,0.56,14.9,1,Monday
2024-01-01 06:00:00,1001,1.11,19.6,1,Monday
2024-01-01 06:00:00,1002,0.79,11.6,1,Monday
2024-01-01 06:00:00,1003,1.16,14.2,1,Monday
2024-01-01 06:00:00,1004,0.98,13.0,1,Monday
2024-01-01 06:00:00,1005,1.32,14.9,1,Monday
2024-01-01 06:00:00,1006,1.45,12.9,1,Monday
2024-01-01 06:00:00,1007,1.23,17.0,1,Monday
2024-01-01 06:00:00,1008,1.13,19.6,1,Monday
2024-01-01 06:00:00,1009,1.45,15.3,1,Monday
2024-01-01 06:00:00,1010,1.35,11.9,1,Monday
2024-01-01 06:00:00,1011,1.2,13.8,1,Monday
2024-01-01 06:00:00,1012,1.32,14.0,1,Monday
2024-01-01 06:00:00,1013,1.22,17.8,1,Monday
2024-01-01 06:00:00,1014,1.29,15.7,1,Monday
2024-01-01 06:00:00,1015,0.98,15.4,1,Monday
2024-01-01 06:00:00,1016,1.47,13.3,1,Monday
2024-01-01 06:00:00,1017,1.33,13.8,1,Monday
2024-01-01 06:00:00,1018,1.77,16.1,1,Monday
2024-01-01 06:00:00,1019,1.24,14.6,1,Monday
2024-01-01 06:00:00,1020,1.2,16.8,1,Monday
2024-01-01 06:00:00,1021,1.57,14.0,1,Monday
2024-01-01 06:00:00,1022,1.85,8.0,1,Monday
2024-01-01 06:00:00,1023,1.85,14.0,1,Monday
2024-01-01 06:00:00,1024,1.69,11.7,1,Monday
2024-01-01 06:00:00,1025,1.91,16.2,1,Monday
2024-01-01 06:00:00,1026,1.8,15.8,1,Monday
2024-01-01 06:00:00,1027,1.96,17.1,1,Monday
2024-01-01 06:00:00,1028,1.76,13.7,1,Monday
2024-01-01 06:00:00,1029,1.67,14.7,1,Monday
2024-01-01 06:00:00,1030,1.8,13.6,1,Monday
2024-01-01 06:00:00,1031,,15.1,1,Monday
2024-01-01 06:00:00,1032,1.17,16.6,1,Monday
2024-01-01 06:00:00,1033,1.93,12.3,1,Monday
2024-01-01 06:00:00,1034,1.77,18.0,1,Monday
2024-01-01 06:00:00,1035,2.25,15.5,1,Monday
2024-01-01 06:00:00,1036,1.23,17.4,1,Monday
2024-01-01 06:00:00,1037,1.81,14.1,1,Monday
2024-01-01 06:00:00,1038,1.82,14.3,1,Monday
2024-01-01 06:00:00,1039,,17.4,1,Monday
2024-01-01 06:00:00,1040,,15.7,1,Monday
2024-01-01 06:00:00,1041,1.78,18.1,1,Monday
2024-01-01 06:00:00,1042,1.67,11.6,1,Monday
2024-01-01 06:00:00,1043,1.03,12.1,1,Monday
2024-01-01 06:00:00,1044,2.21,16.3,1,Monday
2024-01-01 06:00:00,1045,1.65,15.5,1,Monday
2024-01-01 06:00:00,1046,1.44,14.6,1,Monday
2024-01-01 06:00:00,1047,1.49,18.7,1,Monday
2024-01-01 06:00:00,1048,1.83,16.8,1,Monday
2024-01-01 06:00:00,1049,2.47,12.5,1,Monday
2024-01-01 06:00:00,1050,1.92,16.0,1,Monday
2024-01-01 07:00:00,1001,2.98,18.3,1,Monday
2024-01-01 07:00:00,1002,3.08,18.5,1,Monday
2024-01-01 07:00:00,1003,3.16,18.0,1,Monday
2024-01-01 07:00:00,1004,2.88,15.5,1,Monday
2024-01-01 07:00:00,1005,3.7,16.2,1,Monday
2024-01-01 07:00:00,1006,2.97,16.1,1,Monday
2024-01-01 07:00:00,1007,2.73,19.3,1,Monday
2024-01-01 07:00:00,1008,3.03,17.0,1,Monday
2024-01-01 07:00:00,1009,2.01,16.7,1,Monday
2024-01-01 07:00:00,1010,2.63,19.6,1,Monday
2024-01-01 07:00:00,1011,3.13,15.7,1,Monday
2024-01-01 07:00:00,1012,3.17,22.4,1,Monday
2024-01-01 07:00:00,1013,3.23,17.1,1,Monday
2024-01-01 07:00:00,1014,3.27,15.8,1,Monday
2024-01-01 07:00:00,1015,3.16,15.6,1,Monday
2024-01-01 07:00:00,1016,3.62,19.6,1,Monday
2024-01-01 07:00:00,1017,,20.4,1,Monday
2024-01-01 07:00:00,1018,3.57,21.2,1,Monday
2024-01-01 07:00:00,1019,3.74,19.4,1,Monday
2024-01-01 07:00:00,1020,3.94,17.8,1,Monday
2024-01-01 07:00:00,1021,3.16,21.7,1,Monday
2024-01-01 07:00:00,1022,3.64,16.8,1,Monday
2024-01-01 07:00:00,1023,3.32,16.3,1,Monday
2024-01-01 07:00:00,1024,3.33,15.5,1,Monday
2024-01-01 07:00:00,1025,4.75,17.5,1,Monday
2024-01-01 07:00:00,1026,4.07,15.7,1,Monday
2024-01-01 07:00:00,1027,3.77,17.7,1,Monday
2024-01-01 07:00:00,1028,,16.6,1,Monday
2024-01-01 07:00:00,1029,2.88,17.1,1,Monday
2024-01-01 07:00:00,1030,4.29,19.5,1,Monday
2024-01-01 07:00:00,1031,3.04,15.1,1,Monday
2024-01-01 07:00:00,1032,5.0,14.5,1,Monday
2024-01-01 07:00:00,1033,3.9,19.7,1,Monday
2024-01-01 07:00:00,1034,3.63,14.3,1,Monday
2024-01-01 07:00:00,1035,4.78,20.5,1,Monday
2024-01-01 07:00:00,1036,3.63,18.4,1,Monday
2024-01-01 07:00:00,1037,3.67,16.5,1,Monday
2024-01-01 07:00:00,1038,3.92,18.2,1,Monday
2024-01-01 07:00:00,1039,3.91,18.7,1,Monday
2024-01-01 07:00:00,1040,4.3,13.1,1,Monday
2024-01-01 07:00:00,1041,3.53,16.9,1,Monday
2024-01-01 07:00:00,1042,3.48,19.2,1,Monday
2024-01-01 07:00:00,1043,4.48,16.7,1,Monday
2024-01-01 07:00:00,1044,4.14,14.5,1,Monday
2024-01-01 07:00:00,1045,3.54,17.7,1,Monday
2024-01-01 07:00:00,1046,5.15,17.1,1,Monday
2024-01-01 07:00:00,1047,4.95,20.6,1,Monday
2024-01-01 07:00:00,1048,5.22,19.3,1,Monday
2024-01-01 07:00:00,1049,4.76,18.4,1,Monday
2024-01-01 07:00:00,1050,4.76,17.0,1,Monday
2024-01-01 08:00:00,1001,2.79,19.9,1,Monday
2024-01-01 08:00:00,1002,2.42,19.7,1,Monday
2024-01-01 08:00:00,1003,,20.2,1,Monday
2024-01-01 08:00:00,1004,3.09,20.3,1,Monday
2024-01-01 08:00:00,1005,1.72,22.0,1,Monday
2024-01-01 08:00:00,1006,,18.3,1,Monday
2024-01-01 08:00:00,1007,2.56,22.2,1,Monday
2024-01-01 08:00:00,1008,2.76,20.6,1,Monday
2024-01-01 08:00:00,1009,3.18,19.6,1,Monday
2024-01-01 08:00:00,1010,4.01,19.9,1,Monday
2024-01-01 08:00:00,1011,,20.4,1,Monday
2024-01-01 08:00:00,1012,3.39,20.4,1,Monday
2024-01-01 08:00:00,1013,2.69,21.3,1,Monday
2024-01-01 08:00:00,1014,3.39,18.5,1,Monday
2024-01-01 08:00:00,1015,3.44,19.9,1,Monday
2024-01-01 08:00:00,1016,4.01,20.7,1,Monday
2024-01-01 08:00:00,1017,3.82,19.5,1,Monday
2024-01-01 08:00:00,1018,3.67,22.1,1,Monday
2024-01-01 08:00:00,1019,4.1,19.4,1,Monday
2024-01-01 08:00:00,1020,,20.2,1,Monday
2024-01-01 08:00:00,1021,2.78,17.8,1,Monday
2024-01-01 08:00:00,1022,4.32,18.2,1,Monday
2024-01-01 08:00:00,1023,2.9,18.7,1,Monday
2024-01-01 08:00:00,1024,3.24,20.3,1,Monday
2024-01-01 08:00:00,1025,4.81,18.6,1,Monday
2024-01-01 08:00:00,1026,4.27,20.1,1,Monday
2024-01-01 08:00:00,1027,2.84,17.2,1,Monday
2024-01-01 08:00:00,1028,4.13,24.7,1,Monday
2024-01-01 08:00:00,1029,4.24,21.2,1,Monday
2024-01-01 08:00:00,1030,4.03,19.5,1,Monday
2024-01-01 08:00:00,1031,3.7,18.5,1,Monday
2024-01-01 08:00:00,1032,3.34,18.3,1,Monday
2024-01-01 08:00:00,1033,4.7,20.4,1,Monday
2024-01-01 08:00:00,1034,4.39,23.0,1,Monday
2024-01-01 08:00:00,1035,3.86,18.0,1,Monday
2024-01-01 08:00:00,1036,4.34,18.1,1,Monday
2024-01-01 08:00:00,1037,4.25,18.8,1,Monday
2024-01-01 08:00:00,1038,4.05,22.8,1,Monday
2024-01-01 08:00:00,1039,3.88,20.3,1,Monday
2024-01-01 08:00:00,1040,4.39,22.4,1,Monday
2024-01-01 08:00:00,1041,3.8,18.6,1,Monday
2024-01-01 08:00:00,1042,4.05,22.3,1,Monday
2024-01-01 08:00:00,1043,3.85,17.5,1,Monday
2024-01-01 08:00:00,1044,3.96,21.6,1,Monday
2024-01-01 08:00:00,1045,4.51,18.7,1,Monday
2024-01-01 08:00:00,1046,3.6,24.4,1,Monday
2024-01-01 08:00:00,1047,4.67,21.3,1,Monday
2024-01-01 08:00:00,1048,5.48,22.4,1,Monday
2024-01-01 08:00:00,1049,3.6,18.9,1,Monday
2024-01-01 08:00:00,1050,4.51,20.6,1,Monday
2024-01-01 09:00:00,1001,1.59,20.5,1,Monday
2024-01-01 09:00:00,1002,1.48,24.0,1,Monday
2024-01-01 09:00:00,1003,1.63,23.2,1,Monday
2024-01-01 09:00:00,1004,1.07,19.9,1,Monday
2024-01-01 09:00:00,1005,1.07,22.1,1,Monday
2024-01-01 09:00:00,1006,1.45,20.8,1,Monday
2024-01-01 09:00:00,1007,1.51,22.7,1,Monday
2024-01-01 09:00:00,1008,0.98,19.7,1,Monday
2024-01-01 09:00:00,1009,1.43,25.4,1,Monday
2024-01-01 09:00:00,1010,1.15,22.3,1,Monday
2024-01-01 09:00:00,1011,1.1,23.1,1,Monday
2024-01-01 09:00:00,1012,1.39,20.2,1,Monday
2024-01-01 09:00:00,1013,1.72,20.6,1,Monday
2024-01-01 09:00:00,1014,1.0,21.0,1,Monday
2024-01-01 09:00:00,1015,1.45,24.5,1,Monday
2024-01-01 09:00:00,1016,1.49,20.6,1,Monday
